"ano_mes_calendario";"codigo_projeto";"custo_trabalho_realizado";"despesas";"custo_total_realizado";"valor_custo";"valor_receita"
202306;221;25634.480;5368;31002.480;67952;73701
202306;222;32936.635;5908;38844.635;;
202306;223;35486.150;6397;41883.150;;
202306;224;37260.925;6713;43973.925;;
202306;225;33395.740;6079;39474.740;;
202306;226;30473.010;5480;35953.010;58460;65352
202306;227;34000.905;5967;39967.905;;
202306;228;39664.485;6676;46340.485;;
202306;229;43642.205;7149;50791.205;;
202306;230;42623.010;6046;48669.010;70781;73722
202306;231;36533.075;6821;43354.075;57839;63695
202306;232;32562.190;6020;38582.190;;
202306;233;32390.065;6170;38560.065;;
202306;234;30912.595;6386;37298.595;;
202306;235;29567.995;6059;35626.995;;
202306;236;37062.685;7126;44188.685;;
202306;237;41639.235;6113;47752.235;89928;116676
202306;238;25248.550;4820;30068.550;;
202306;239;25550.510;4625;30175.510;;
202306;240;32049.810;5472;37521.810;;
202306;241;30665.975;4505;35170.975;;
202306;242;42449.730;6933;49382.730;68651;88937
202306;243;32892.995;5519;38411.995;;
202306;244;33516.485;5889;39405.485;;
202306;245;29470.615;5302;34772.615;71231;85753
202306;246;33558.445;4859;38417.445;55392;67557
202306;247;31201.440;4855;36056.440;;
202306;248;32667.030;4694;37361.030;62151;66139
202306;249;35721.275;5676;41397.275;;
202306;250;35153.290;5970;41123.290;;
202307;1;27591.960;4773;32364.960;69931;78889
202307;2;32310.450;4973;37283.450;63482;80953
202307;3;34459.440;6343;40802.440;;
202307;4;36165.125;5267;41432.125;;
202307;5;33231.120;5741;38972.120;74855;90259
202307;6;25891.850;4816;30707.850;83719;101372
202307;7;22967.245;4896;27863.245;;
202307;8;29100.945;5691;34791.945;;
202307;9;29582.075;4829;34411.075;;
202307;10;26866.020;5566;32432.020;;
202307;11;28969.635;5711;34680.635;91924;110684
202307;12;34412.380;6530;40942.380;56959;61228
202307;13;37473.625;5902;43375.625;63168;75594
202307;14;27732.075;4717;32449.075;74443;90693
202307;15;25597.930;5396;30993.930;;
202307;16;40230.255;7038;47268.255;66033;69209
202307;17;34010.475;5721;39731.475;;
202307;18;28634.715;4978;33612.715;;
202307;19;28910.060;5149;34059.060;;
202307;20;33662.185;5317;38979.185;84896;105458
202307;21;33987.385;6305;40292.385;;
202307;22;34093.260;5653;39746.260;73502;79718
202307;23;32555.700;6386;38941.700;66271;72401
202307;24;33549.905;5700;39249.905;72648;96800
202307;25;37323.215;5636;42959.215;;
202307;26;28947.075;5618;34565.075;66591;68557
202307;27;38405.280;5139;43544.280;;
202307;28;32352.080;5391;37743.080;;
202307;29;29018.395;5936;34954.395;;
202307;30;41143.695;7494;48637.695;;
202307;31;29255.340;4776;34031.340;;
202307;32;41867.485;6215;48082.485;;
202307;33;35207.965;6446;41653.965;;
202307;34;41409.785;6903;48312.785;;
202307;35;29578.950;5489;35067.950;68839;85594
202307;36;23617.325;5529;29146.325;69763;72007
202307;37;31997.825;5976;37973.825;56262;64658
202307;38;34344.055;5997;40341.055;;
202307;39;36724.735;5680;42404.735;72888;84924
202307;40;37805.020;5931;43736.020;;
202307;41;42808.870;6019;48827.870;;
202307;42;28748.335;5528;34276.335;;
202307;43;25604.615;5559;31163.615;;
202307;44;30704.825;5674;36378.825;;
202307;45;34476.040;5940;40416.040;;
202307;46;23895.050;5190;29085.050;;
202307;47;24104.370;4417;28521.370;;
202307;48;32799.315;5455;38254.315;81772;98478
202307;49;32337.320;6895;39232.320;76419;94994
202307;50;29607.015;6483;36090.015;;
202307;51;25688.730;4685;30373.730;;
202307;52;28375.975;5244;33619.975;58357;62541
202307;53;26572.895;5396;31968.895;;
202307;54;32721.760;6215;38936.760;;
202307;55;39081.710;6841;45922.710;;
202307;56;21281.330;4297;25578.330;;
202307;57;34232.600;6114;40346.600;;
202307;58;27568.820;5159;32727.820;;
202307;59;37044.355;5036;42080.355;56270;66466
202307;60;28941.330;5273;34214.330;;
202307;61;36759.305;7132;43891.305;;
202307;62;32280.895;4751;37031.895;;
202307;63;40789.835;6823;47612.835;89645;94567
202307;64;30529.100;5615;36144.100;64655;67063
202307;65;32334.915;4685;37019.915;54928;57018
202307;66;34689.155;6092;40781.155;;
202307;67;30413.210;6007;36420.210;;
202307;68;25521.460;4314;29835.460;;
202307;69;36778.500;6902;43680.500;;
202307;70;32655.740;6352;39007.740;92362;121220
202307;71;30056.930;5648;35704.930;;
202307;72;38950.855;6338;45288.855;;
202307;73;29925.525;5260;35185.525;;
202307;74;30721.580;5414;36135.580;;
202307;75;34967.625;6450;41417.625;;
202307;76;30210.435;6359;36569.435;74813;94988
202307;77;22738.645;5483;28221.645;;
202307;78;23387.305;3782;27169.305;;
202307;79;37871.210;6504;44375.210;;
202307;80;21932.435;4745;26677.435;83450;92295
202307;81;24624.590;5344;29968.590;;
202307;82;27494.805;5097;32591.805;94009;101401
202307;83;25851.840;4826;30677.840;64579;80417
202307;84;27669.600;5847;33516.600;59609;62624
202307;85;30809.660;5196;36005.660;62860;79202
202307;86;23576.215;4945;28521.215;;
202307;87;35298.080;6650;41948.080;;
202307;88;35516.975;6100;41616.975;;
202307;89;32747.415;6426;39173.415;;
202307;90;28451.760;5277;33728.760;;
202307;91;24561.835;5206;29767.835;;
202307;92;28146.365;4599;32745.365;;
202307;93;30278.675;5024;35302.675;;
202307;94;31305.770;5832;37137.770;;
202307;95;39383.495;6601;45984.495;64405;85109
202307;96;32081.955;5912;37993.955;75298;82993
202307;97;29656.190;5334;34990.190;;
202307;98;36657.595;7492;44149.595;;
202307;99;32443.110;4758;37201.110;;
202307;100;29203.345;5448;34651.345;;
202307;101;29529.485;5311;34840.485;68082;81842
202307;102;43501.505;7702;51203.505;;
202307;103;31777.815;6017;37794.815;;
202307;104;29535.380;5022;34557.380;;
202307;105;27040.655;4888;31928.655;75597;88605
202307;106;27058.640;4599;31657.640;;
202307;107;31973.650;6097;38070.650;60046;75604
202307;108;30537.115;5568;36105.115;;
202307;109;35287.550;6144;41431.550;;
202307;110;32224.065;5720;37944.065;59552;65011
202307;111;35782.360;6014;41796.360;53106;63125
202307;112;31820.670;6109;37929.670;;
202307;113;32286.430;5301;37587.430;58900;70251
202307;114;35530.935;7137;42667.935;;
202307;115;31542.370;5973;37515.370;;
202307;116;25135.815;4723;29858.815;;
202307;117;30193.900;4890;35083.900;89979;95813
202307;118;33130.755;5886;39016.755;;
202307;119;29235.430;5563;34798.430;;
202307;120;35199.445;5654;40853.445;69714;85466
202307;121;30087.095;5747;35834.095;52133;66117
202307;122;37199.975;6054;43253.975;;
202307;123;37851.895;5374;43225.895;61468;72187
202307;124;30545.420;5264;35809.420;78923;89858
202307;125;35015.400;5946;40961.400;;
202307;126;35306.845;5631;40937.845;;
202307;127;39180.460;6506;45686.460;;
202307;128;36792.520;6236;43028.520;;
202307;129;32604.215;5820;38424.215;;
202307;130;42468.060;6397;48865.060;;
202307;131;32939.820;5654;38593.820;;
202307;132;34627.180;6236;40863.180;65908;82367
202307;133;26805.095;5590;32395.095;;
202307;134;27619.310;5752;33371.310;;
202307;135;34654.115;5834;40488.115;;
202307;136;33453.180;5979;39432.180;;
202307;137;37345.370;5536;42881.370;;
202307;138;36277.250;6365;42642.250;;
202307;139;29502.910;5794;35296.910;;
202307;140;31118.550;5499;36617.550;;
202307;141;34932.050;5004;39936.050;67175;70635
202307;142;33685.215;6388;40073.215;;
202307;143;31247.200;5880;37127.200;83274;103037
202307;144;29830.730;5973;35803.730;;
202307;145;26055.080;4861;30916.080;;
202307;146;27093.755;5993;33086.755;61369;62585
202307;147;38799.625;5686;44485.625;72041;82324
202307;148;34438.615;6846;41284.615;86245;117347
202307;149;31884.910;5821;37705.910;;
202307;150;26787.600;5077;31864.600;;
202307;151;29660.070;5255;34915.070;62207;83786
202307;152;33762.795;5845;39607.795;;
202307;153;32955.935;5700;38655.935;;
202307;154;27838.430;5934;33772.430;64689;76443
202307;155;26741.400;5056;31797.400;57098;75463
202307;156;39682.915;6250;45932.915;;
202307;157;28331.390;5601;33932.390;;
202307;158;40876.725;6380;47256.725;;
202307;159;26652.650;4859;31511.650;;
202307;160;31361.820;5190;36551.820;;
202307;161;33796.875;5380;39176.875;56346;67810
202307;162;34238.210;6008;40246.210;61233;65959
202307;163;31116.195;5516;36632.195;;
202307;164;36526.235;6773;43299.235;67692;77891
202307;165;33770.930;4999;38769.930;;
202307;166;31703.320;6583;38286.320;;
202307;167;30288.870;6162;36450.870;62957;66982
202307;168;34409.355;5442;39851.355;;
202307;169;29531.995;4857;34388.995;;
202307;170;24479.430;5354;29833.430;;
202307;171;44277.335;6930;51207.335;;
202307;172;32467.965;5278;37745.965;67494;87428
202307;173;33801.170;6791;40592.170;;
202307;174;27559.395;6165;33724.395;61670;77972
202307;175;35618.615;6633;42251.615;;
202307;176;39505.090;7430;46935.090;;
202307;177;32059.250;5659;37718.250;;
202307;178;33852.105;6374;40226.105;;
202307;179;32208.560;6510;38718.560;;
202307;180;39533.300;6289;45822.300;;
202307;181;35301.420;6591;41892.420;;
202307;182;33985.280;6359;40344.280;;
202307;183;33468.360;6591;40059.360;;
202307;184;36278.880;6404;42682.880;;
202307;185;32761.410;5751;38512.410;;
202307;186;29567.410;5437;35004.410;;
202307;187;40518.405;6490;47008.405;66043;84969
202307;188;30131.755;6974;37105.755;;
202307;189;25453.210;5889;31342.210;55014;61545
202307;190;28400.740;5028;33428.740;;
202307;191;37143.445;6219;43362.445;73286;91902
202307;192;28208.860;5303;33511.860;85882;97721
202307;193;32122.435;5632;37754.435;;
202307;194;40199.350;6174;46373.350;82667;108527
202307;195;38493.610;6712;45205.610;;
202307;196;32232.230;5587;37819.230;;
202307;197;26912.095;5603;32515.095;;
202307;198;38714.605;7030;45744.605;66584;73986
202307;199;42236.270;6116;48352.270;58060;63166
202307;200;38531.615;6273;44804.615;57236;70641
202307;201;28283.955;4383;32666.955;;
202307;202;34371.680;5022;39393.680;;
202307;203;34156.890;5594;39750.890;;
202307;204;33640.420;6048;39688.420;;
202307;205;44424.645;7293;51717.645;;
202307;206;36049.410;6305;42354.410;;
202307;207;30873.885;5782;36655.885;58924;67063
202307;208;23730.905;5613;29343.905;;
202307;209;30798.310;5662;36460.310;;
202307;210;33455.865;5951;39406.865;;
202307;211;35442.595;6885;42327.595;60338;72210
202307;212;34903.680;6688;41591.680;72981;79610
202307;213;26386.290;4659;31045.290;;
202307;214;28202.420;5438;33640.420;83123;91527
202307;215;35422.135;5685;41107.135;;
202307;216;36850.115;5923;42773.115;69847;77299
202307;217;32505.695;5527;38032.695;;
202307;218;30383.080;4423;34806.080;;
202307;219;32700.200;6823;39523.200;;
202307;220;29790.080;6169;35959.080;92834;110852
202307;221;26631.050;4883;31514.050;67952;73701
202307;222;31450.440;5732;37182.440;;
202307;223;30234.440;4379;34613.440;;
202307;224;35028.015;6587;41615.015;;
202307;225;26745.620;4545;31290.620;;
202307;226;29287.070;6024;35311.070;58460;65352
202307;227;29344.865;5555;34899.865;;
202307;228;34924.525;6505;41429.525;;
202307;229;35673.485;5802;41475.485;;
202307;230;35301.025;6174;41475.025;70781;73722
202307;231;25110.785;4930;30040.785;57839;63695
202307;232;34404.555;6748;41152.555;99858;123947
202307;233;34785.935;6042;40827.935;;
202307;234;37483.600;5545;43028.600;;
202307;235;37389.895;7116;44505.895;;
202307;236;27259.280;5698;32957.280;;
202307;237;25934.585;4764;30698.585;89928;116676
202307;238;28268.150;5103;33371.150;;
202307;239;46406.670;6829;53235.670;;
202307;240;39992.605;6232;46224.605;;
202307;241;26904.820;5789;32693.820;;
202307;242;38634.935;5724;44358.935;68651;88937
202307;243;35750.390;4728;40478.390;;
202307;244;29150.490;4979;34129.490;;
202307;245;30071.150;4889;34960.150;71231;85753
202307;246;24693.185;5013;29706.185;55392;67557
202307;247;26963.955;6097;33060.955;;
202307;248;26782.030;5684;32466.030;62151;66139
202307;249;32575.595;6950;39525.595;;
202307;250;41948.590;6863;48811.590;;
202308;1;25773.940;4481;30254.940;69931;78889
202308;2;27904.355;6476;34380.355;63482;80953
202308;3;35998.925;6562;42560.925;;
202308;4;39137.545;5493;44630.545;;
202308;5;34905.805;5982;40887.805;74855;90259
202308;6;40813.535;6647;47460.535;83719;101372
202308;7;30623.155;5867;36490.155;;
202308;8;27145.325;5594;32739.325;;
202308;9;33710.465;5297;39007.465;;
202308;10;28396.455;5685;34081.455;72252;88567
202308;11;29470.805;4599;34069.805;91924;110684
202308;12;34433.060;5743;40176.060;56959;61228
202308;13;28453.230;4104;32557.230;63168;75594
202308;14;33208.355;5872;39080.355;74443;90693
202308;15;29137.340;5097;34234.340;;
202308;16;32239.570;4720;36959.570;66033;69209
202308;17;27407.385;5341;32748.385;;
202308;18;25496.630;5324;30820.630;;
202308;19;29327.430;5566;34893.430;;
202308;20;33435.000;6290;39725.000;84896;105458
202308;21;20678.235;4174;24852.235;;
202308;22;26722.985;5224;31946.985;73502;79718
202308;23;37346.060;6134;43480.060;66271;72401
202308;24;34875.135;5169;40044.135;72648;96800
202308;25;33636.620;5643;39279.620;;
202308;26;42955.110;6638;49593.110;66591;68557
202308;27;31224.125;6272;37496.125;;
202308;28;35604.105;5588;41192.105;;
202308;29;29627.445;5134;34761.445;;
202308;30;29914.900;4881;34795.900;;
202308;31;30828.340;5808;36636.340;;
202308;32;39267.280;6451;45718.280;;
202308;33;33467.820;6074;39541.820;;
202308;34;26046.890;4856;30902.890;;
202308;35;36088.030;6376;42464.030;68839;85594
202308;36;29140.775;5056;34196.775;69763;72007
202308;37;36135.775;5586;41721.775;56262;64658
202308;38;29260.735;5705;34965.735;;
202308;39;32275.815;6292;38567.815;72888;84924
202308;40;32184.605;6296;38480.605;;
202308;41;32587.475;6138;38725.475;;
202308;42;41357.625;6217;47574.625;;
202308;43;35087.865;6230;41317.865;;
202308;44;35549.080;5628;41177.080;107830;118499
202308;45;44158.545;7971;52129.545;;
202308;46;36789.080;5879;42668.080;;
202308;47;42619.225;6668;49287.225;;
202308;48;31567.245;6633;38200.245;81772;98478
202308;49;32595.765;4870;37465.765;76419;94994
202308;50;33380.495;5904;39284.495;;
202308;51;26863.040;4962;31825.040;;
202308;52;30396.380;4470;34866.380;58357;62541
202308;53;23511.535;4745;28256.535;;
202308;54;34302.335;6233;40535.335;66205;73455
202308;55;33429.005;6946;40375.005;65073;83364
202308;56;31258.300;4930;36188.300;;
202308;57;31035.010;5398;36433.010;;
202308;58;33442.840;5689;39131.840;;
202308;59;31214.920;5371;36585.920;56270;66466
202308;60;35679.720;5191;40870.720;;
202308;61;32522.125;5321;37843.125;;
202308;62;29072.610;4814;33886.610;;
202308;63;36743.520;5693;42436.520;89645;94567
202308;64;33821.620;5679;39500.620;64655;67063
202308;65;27348.245;4894;32242.245;54928;57018
202308;66;27038.405;4677;31715.405;;
202308;67;32977.390;6021;38998.390;;
202308;68;33332.785;5949;39281.785;;
202308;69;28365.365;5629;33994.365;;
202308;70;32581.595;5880;38461.595;92362;121220
202308;71;35580.180;6452;42032.180;75245;80486
202308;72;27519.590;5755;33274.590;;
202308;73;37969.155;6475;44444.155;;
202308;74;25240.380;4443;29683.380;;
202308;75;32380.080;6616;38996.080;;
202308;76;32859.675;6288;39147.675;74813;94988
202308;77;36491.550;6971;43462.550;62640;73823
202308;78;28719.025;5520;34239.025;;
202308;79;41000.650;6210;47210.650;;
202308;80;28628.830;5387;34015.830;83450;92295
202308;81;34055.595;5426;39481.595;;
202308;82;35457.260;6055;41512.260;94009;101401
202308;83;30990.770;5665;36655.770;64579;80417
202308;84;38389.565;6974;45363.565;59609;62624
202308;85;28404.520;4386;32790.520;62860;79202
202308;86;29268.855;4850;34118.855;;
202308;87;26880.125;5205;32085.125;;
202308;88;34921.440;5348;40269.440;;
202308;89;27847.955;5614;33461.955;;
202308;90;44417.565;5862;50279.565;;
202308;91;27738.700;4565;32303.700;;
202308;92;32957.215;6765;39722.215;;
202308;93;31512.590;5938;37450.590;;
202308;94;30824.310;5428;36252.310;;
202308;95;27056.445;5922;32978.445;64405;85109
202308;96;33039.970;5846;38885.970;75298;82993
202308;97;40038.025;6424;46462.025;;
202308;98;39216.155;6178;45394.155;;
202308;99;38184.595;6466;44650.595;;
202308;100;38170.820;5914;44084.820;;
202308;101;29421.030;4657;34078.030;68082;81842
202308;102;29409.525;5841;35250.525;;
202308;103;30691.455;5847;36538.455;;
202308;104;29866.575;5067;34933.575;88520;91515
202308;105;35609.120;6385;41994.120;75597;88605
202308;106;41347.955;6811;48158.955;;
202308;107;28687.195;5368;34055.195;60046;75604
202308;108;29947.020;6089;36036.020;;
202308;109;36189.780;5473;41662.780;;
202308;110;29580.990;4229;33809.990;59552;65011
202308;111;32109.930;5832;37941.930;53106;63125
202308;112;37330.905;6698;44028.905;;
202308;113;32878.275;6447;39325.275;58900;70251
202308;114;30171.740;5759;35930.740;;
202308;115;28122.240;5568;33690.240;;
202308;116;39252.040;6650;45902.040;;
202308;117;30257.265;6152;36409.265;89979;95813
202308;118;33285.210;7022;40307.210;;
202308;119;35625.920;6707;42332.920;;
202308;120;27915.020;4523;32438.020;69714;85466
202308;121;31556.815;4957;36513.815;52133;66117
202308;122;31138.250;5179;36317.250;;
202308;123;41094.215;6071;47165.215;61468;72187
202308;124;40364.645;6307;46671.645;78923;89858
202308;125;26780.640;4221;31001.640;;
202308;126;31927.630;5681;37608.630;;
202308;127;32917.930;6081;38998.930;;
202308;128;26714.845;5708;32422.845;84104;101909
202308;129;31241.970;6086;37327.970;;
202308;130;33492.715;6824;40316.715;;
202308;131;41858.645;6918;48776.645;;
202308;132;31189.290;6634;37823.290;65908;82367
202308;133;30760.720;5662;36422.720;;
202308;134;30663.345;5452;36115.345;;
202308;135;36192.780;5699;41891.780;;
202308;136;34728.320;5904;40632.320;;
202308;137;34370.715;5256;39626.715;;
202308;138;27143.325;5727;32870.325;;
202308;139;34982.340;5983;40965.340;;
202308;140;26006.165;5367;31373.165;;
202308;141;36088.160;5770;41858.160;67175;70635
202308;142;17807.940;3980;21787.940;;
202308;143;28132.630;5962;34094.630;83274;103037
202308;144;33835.125;5579;39414.125;;
202308;145;32262.040;5551;37813.040;;
202308;146;51249.325;7189;58438.325;61369;62585
202308;147;28528.695;5275;33803.695;72041;82324
202308;148;32707.790;5382;38089.790;86245;117347
202308;149;30485.655;5361;35846.655;;
202308;150;28594.255;4647;33241.255;;
202308;151;35317.610;6925;42242.610;62207;83786
202308;152;40855.825;6692;47547.825;105397;125293
202308;153;38463.960;6864;45327.960;;
202308;154;30008.365;5717;35725.365;64689;76443
202308;155;36154.965;5816;41970.965;57098;75463
202308;156;28537.025;5554;34091.025;;
202308;157;40889.300;6678;47567.300;;
202308;158;32394.295;5593;37987.295;;
202308;159;33315.925;6194;39509.925;;
202308;160;33451.585;6271;39722.585;;
202308;161;32590.020;4972;37562.020;56346;67810
202308;162;28615.965;5583;34198.965;61233;65959
202308;163;34732.075;6247;40979.075;;
202308;164;31323.425;5841;37164.425;67692;77891
202308;165;34918.555;5970;40888.555;;
202308;166;28513.280;4559;33072.280;;
202308;167;29373.590;5033;34406.590;62957;66982
202308;168;35403.240;5490;40893.240;;
202308;169;28817.260;5523;34340.260;;
202308;170;32949.725;5725;38674.725;;
202308;171;32848.880;6876;39724.880;71302;90834
202308;172;27380.075;6128;33508.075;67494;87428
202308;173;24680.780;4834;29514.780;90392;102818
202308;174;29424.205;5123;34547.205;61670;77972
202308;175;30870.815;6209;37079.815;;
202308;176;30130.270;5729;35859.270;80537;90181
202308;177;28400.500;5222;33622.500;;
202308;178;23349.185;4768;28117.185;;
202308;179;32113.460;5018;37131.460;;
202308;180;23153.010;4657;27810.010;;
202308;181;34554.930;6848;41402.930;;
202308;182;29464.870;5638;35102.870;;
202308;183;27891.650;5178;33069.650;72170;82489
202308;184;36600.915;5887;42487.915;;
202308;185;27183.860;5452;32635.860;;
202308;186;40130.085;7104;47234.085;;
202308;187;35796.940;5464;41260.940;66043;84969
202308;188;35567.900;6641;42208.900;;
202308;189;28478.670;5063;33541.670;55014;61545
202308;190;38449.345;7226;45675.345;95216;100294
202308;191;25477.430;5232;30709.430;73286;91902
202308;192;26659.030;4478;31137.030;85882;97721
202308;193;37365.040;5888;43253.040;;
202308;194;27450.250;4863;32313.250;82667;108527
202308;195;32243.765;5052;37295.765;;
202308;196;31431.115;5546;36977.115;;
202308;197;27951.050;4371;32322.050;;
202308;198;28290.630;4968;33258.630;66584;73986
202308;199;31911.665;5597;37508.665;58060;63166
202308;200;30455.445;5692;36147.445;57236;70641
202308;201;35989.530;5764;41753.530;;
202308;202;27010.840;5029;32039.840;;
202308;203;39097.785;6201;45298.785;;
202308;204;28633.615;4798;33431.615;66424;80591
202308;205;31753.965;5534;37287.965;;
202308;206;31678.355;6057;37735.355;;
202308;207;23722.970;4153;27875.970;58924;67063
202308;208;37094.045;6439;43533.045;;
202308;209;34582.095;5624;40206.095;;
202308;210;37853.130;6921;44774.130;;
202308;211;30552.290;6229;36781.290;60338;72210
202308;212;27714.160;4998;32712.160;72981;79610
202308;213;32430.485;4997;37427.485;;
202308;214;28160.035;5331;33491.035;83123;91527
202308;215;32891.725;5496;38387.725;;
202308;216;25307.720;5647;30954.720;69847;77299
202308;217;26616.950;4800;31416.950;;
202308;218;33014.660;6937;39951.660;;
202308;219;36891.555;6162;43053.555;;
202308;220;35907.915;6782;42689.915;92834;110852
202308;221;39767.955;6054;45821.955;67952;73701
202308;222;27171.385;6013;33184.385;;
202308;223;30175.350;5295;35470.350;;
202308;224;30060.085;5928;35988.085;;
202308;225;35385.760;5957;41342.760;;
202308;226;32900.010;6163;39063.010;58460;65352
202308;227;35264.505;5140;40404.505;;
202308;228;27165.700;5232;32397.700;;
202308;229;30602.340;6301;36903.340;;
202308;230;36253.370;6732;42985.370;70781;73722
202308;231;37356.295;6512;43868.295;57839;63695
202308;232;33939.275;5438;39377.275;99858;123947
202308;233;29542.110;5198;34740.110;;
202308;234;40596.125;5682;46278.125;;
202308;235;33686.295;5520;39206.295;;
202308;236;30822.730;6137;36959.730;;
202308;237;40763.290;5522;46285.290;89928;116676
202308;238;24049.340;5393;29442.340;;
202308;239;28008.690;5879;33887.690;;
202308;240;32892.775;6123;39015.775;;
202308;241;31079.825;5153;36232.825;;
202308;242;36107.630;5599;41706.630;68651;88937
202308;243;29325.255;6313;35638.255;;
202308;244;30309.145;6462;36771.145;;
202308;245;23719.475;4979;28698.475;71231;85753
202308;246;35967.380;6844;42811.380;55392;67557
202308;247;30814.810;5903;36717.810;;
202308;248;19710.050;3898;23608.050;62151;66139
202308;249;34347.545;5858;40205.545;;
202308;250;33191.425;6381;39572.425;;
202309;1;24742.455;5844;30586.455;69931;78889
202309;2;27341.155;5645;32986.155;63482;80953
202309;3;32419.110;6480;38899.110;;
202309;4;34712.220;6331;41043.220;;
202309;5;30555.745;5814;36369.745;74855;90259
202309;6;35583.230;5462;41045.230;83719;101372
202309;7;34962.775;5790;40752.775;;
202309;8;31838.960;5458;37296.960;;
202309;9;22532.575;4909;27441.575;;
202309;10;31159.200;5417;36576.200;72252;88567
202309;11;30293.645;5090;35383.645;91924;110684
202309;12;23165.110;5329;28494.110;56959;61228
202309;13;33822.375;6650;40472.375;63168;75594
202309;14;27889.460;5672;33561.460;74443;90693
202309;15;29213.865;6067;35280.865;83068;88900
202309;16;31780.650;5941;37721.650;66033;69209
202309;17;27800.070;4158;31958.070;83897;106510
202309;18;30681.955;5408;36089.955;;
202309;19;34236.455;5988;40224.455;;
202309;20;26904.290;6025;32929.290;84896;105458
202309;21;34186.025;6805;40991.025;;
202309;22;35629.325;5960;41589.325;73502;79718
202309;23;31962.930;6200;38162.930;66271;72401
202309;24;31969.075;5373;37342.075;72648;96800
202309;25;32913.055;5513;38426.055;;
202309;26;38027.375;6443;44470.375;66591;68557
202309;27;38185.605;6768;44953.605;;
202309;28;31909.105;5884;37793.105;;
202309;29;35387.920;4914;40301.920;;
202309;30;27914.500;4454;32368.500;;
202309;31;32830.045;5520;38350.045;;
202309;32;33749.325;5946;39695.325;;
202309;33;32170.225;6355;38525.225;;
202309;34;31304.130;5577;36881.130;;
202309;35;35334.065;6427;41761.065;68839;85594
202309;36;34469.065;5821;40290.065;69763;72007
202309;37;28355.015;5072;33427.015;56262;64658
202309;38;27811.660;5069;32880.660;;
202309;39;47949.215;6731;54680.215;72888;84924
202309;40;40970.455;7320;48290.455;;
202309;41;28818.240;5911;34729.240;;
202309;42;35397.660;6052;41449.660;;
202309;43;33411.105;6257;39668.105;;
202309;44;30280.150;6362;36642.150;107830;118499
202309;45;31861.075;5493;37354.075;;
202309;46;32891.360;6405;39296.360;;
202309;47;28090.655;5068;33158.655;;
202309;48;32554.070;6485;39039.070;81772;98478
202309;49;41505.940;6311;47816.940;76419;94994
202309;50;31550.170;5302;36852.170;;
202309;51;35288.985;4989;40277.985;;
202309;52;28914.020;5146;34060.020;58357;62541
202309;53;30586.515;5387;35973.515;92482;110340
202309;54;41111.335;6803;47914.335;66205;73455
202309;55;23278.525;4734;28012.525;65073;83364
202309;56;41380.160;6673;48053.160;;
202309;57;37168.150;6785;43953.150;;
202309;58;34973.075;5750;40723.075;;
202309;59;23580.015;4930;28510.015;56270;66466
202309;60;25391.260;5172;30563.260;;
202309;61;37062.415;6394;43456.415;;
202309;62;32044.365;6094;38138.365;;
202309;63;32048.045;5887;37935.045;89645;94567
202309;64;32987.435;5322;38309.435;64655;67063
202309;65;37523.005;6762;44285.005;54928;57018
202309;66;33068.660;5848;38916.660;;
202309;67;36752.650;5829;42581.650;95389;110942
202309;68;32878.705;5379;38257.705;;
202309;69;27275.625;5040;32315.625;;
202309;70;33833.665;5983;39816.665;92362;121220
202309;71;30453.755;5764;36217.755;75245;80486
202309;72;42197.480;6850;49047.480;88539;110915
202309;73;23219.050;4589;27808.050;;
202309;74;31392.650;5614;37006.650;;
202309;75;31317.240;5386;36703.240;75415;94656
202309;76;33894.335;5182;39076.335;74813;94988
202309;77;32954.710;6630;39584.710;62640;73823
202309;78;33234.530;6176;39410.530;;
202309;79;36440.775;6916;43356.775;;
202309;80;34555.650;6662;41217.650;83450;92295
202309;81;35301.155;5586;40887.155;;
202309;82;40734.130;6591;47325.130;94009;101401
202309;83;32813.175;6102;38915.175;64579;80417
202309;84;29540.420;4716;34256.420;59609;62624
202309;85;27179.165;5340;32519.165;62860;79202
202309;86;30279.500;5707;35986.500;;
202309;87;35580.235;7055;42635.235;;
202309;88;30264.700;4918;35182.700;;
202309;89;33854.530;5214;39068.530;;
202309;90;34125.140;6256;40381.140;;
202309;91;40411.415;6791;47202.415;;
202309;92;31332.025;5930;37262.025;;
202309;93;32433.130;5943;38376.130;;
202309;94;33938.235;6140;40078.235;;
202309;95;31609.895;6086;37695.895;64405;85109
202309;96;28160.105;4671;32831.105;75298;82993
202309;97;29013.460;5013;34026.460;;
202309;98;28870.875;4014;32884.875;;
202309;99;31674.430;5012;36686.430;;
202309;100;38360.945;6557;44917.945;;
202309;101;32730.095;3928;36658.095;68082;81842
202309;102;34804.530;6023;40827.530;;
202309;103;35425.230;7171;42596.230;;
202309;104;27753.945;6215;33968.945;88520;91515
202309;105;30893.620;5721;36614.620;75597;88605
202309;106;34834.375;6561;41395.375;;
202309;107;32491.390;5535;38026.390;60046;75604
202309;108;30424.370;5682;36106.370;;
202309;109;27859.990;6197;34056.990;;
202309;110;31544.340;5782;37326.340;59552;65011
202309;111;24558.420;4757;29315.420;53106;63125
202309;112;28669.880;5737;34406.880;;
202309;113;30347.440;6299;36646.440;58900;70251
202309;114;31849.935;5777;37626.935;;
202309;115;27923.500;4444;32367.500;;
202309;116;31778.310;6130;37908.310;;
202309;117;33220.465;6394;39614.465;89979;95813
